location,description,secs,category,CDNumber,CDName,tracknum
07048132.wav,"Station cafe, Westbahnhof Station, echoey with loud clinks and some chat",253,Austria,ECD062,European Cities,5
07048131.wav,"Beer garden in Am Coblenzl suburb, chat (some distinct) birdsong, cock-crows, distant traffic, sounds of barbecue being cooked and served",221,Birds,ECD062,European Cities,4
07048130.wav,"Coffee house (Cafe Hawelka) with chat (some distinct) newspaper rustles, clinks from kitchen and creaky footsteps",224,Kitchens,ECD062,European Cities,3
07048129.wav,"Station, Venice - rec.on platform, with train noise and PA (intelligable)",231,Italy: Venice,ECD062,European Cities,2
07048128.wav,"Street restaurant, Venice - exterior, busy with chat, footsteps, sounds of tables being moved and clinks",292,Restaurants: Italy,ECD062,European Cities,1
07048127.wav,"Church bells and village band outside church (Poland) during harvest festival celebrations, bells, chat, brass band (very bad) makes circuit of church playing hymn and returns (indexed 2'02'')",324,Atmospheres: Villages,ECD061,Poland,16
07048126.wav,"Opera house auditorium, Poland, general atmosphere before performance, occas. distinct speech",296,Poland,ECD061,Poland,15
07048125.wav,"Forecourt, Theatre Wiecki, just before performance - latecomers rushing in, echoey stone floor, occ.distinct speech, bell for start of performance",269,Bells: Theatre,ECD061,Poland,14
07048124.wav,"Restaurant, Warsaw - with muted chat (occas.distinct) clinks, exterior traffic and some very distant music",236,Traffic: Poland,ECD061,Poland,13
07048123.wav,"Small cafe (Milk Bar) Cracow - with chat, clinks and general noise",266,Cafes: Poland,ECD061,Poland,12
07048122.wav,"Bus station ticket hall, Warsaw - internal with speech, footsteps, no PA",264,Poland,ECD061,Poland,11
07048121.wav,"Train station ticket hall, Cracow - with PA,footsteps,muted chat",294,Trains: Ticket Halls,ECD061,Poland,10
07048120.wav,"Library reading room, University of Warsaw - quiet with some paper rustles, creaks of chairs, no speech",246,Libraries,ECD061,Poland,9
07048119.wav,"Department store, Warsaw - large acoustic with general bustle, footsteps, clinks and some distinct speech",260,Poland,ECD061,Poland,8
07048118.wav,"Bank, Cracow - with speech, footsteps, phones, stamping of documents and till noise",186,Banks,ECD061,Poland,7
07048117.wav,"Football crowd, Legia Stadium, Warsaw - large noisy crowd, with chants, cheers, songs and whistling (at end)",367,Crowds: Chanting,ECD061,Poland,6
07048116.wav,"Market, Warsaw, fairly animated with distinct speech (in Russian and Polish) and footsteps",304,Markets: Poland,ECD061,Poland,5
07048115.wav,'Sukienice' (covered craft market) Cracow - echoey with footsteps and some speech,190,Markets: Poland,ECD061,Poland,4
07048114.wav,"Market square,Cracow, evening, footsteps, indistinct speech and some traffic - bell of 'Church of Our Lady' chimes 8 (1'33'') and trumpeteer plays traditional call",290,Traffic: Poland,ECD061,Poland,3
07048113.wav,"Street, Warsaw, with traffic, footsteps, speech (occas.distinct)",231,Traffic: Poland,ECD061,Poland,2
07048112.wav,"Heavy traffic, Cracow, with cars, trams and bikes",256,Bicycles,ECD061,Poland,1
07048111.wav,All clear (France) - 1968 (162A),63,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",34
07048110.wav,Alert (France) - 1968 (162A),65,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",33
07048109.wav,All clear (Italy) - 1968 (162A),57,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",32
07048108.wav,Alert (Italy) - 1968 (162A),66,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",31
07048107.wav,All clear (Germany) - 1968 (162A),43,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",30
07048106.wav,Alert (Germany) - 1968 (162A),65,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",29
07048105.wav,All clear (England) - 1968 (162A),79,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",28
07048104.wav,Alert (England) - 1968 (162A),60,Sirens: Air Raid Sirens,ECD101,"Air Battles, Air Raids & Sirens",27
07048103.wav,Anti-aircraft fire - 1968 (162A),201,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",26
07048102.wav,"Air raid on Battersea Park, London - 1940 (500R)",174,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",25
07048101.wav,"Rockets guns, bombs falling (rec. during air raid on London) 1944 (500R)",70,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",24
07048100.wav,Rocket guns (rec. during air raid on London) 1944 (500R),40,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",23
07048099.wav,Night air raid on London - 1944 (500R),145,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",22
07048098.wav,Night air raid on London - 1944 (500R),176,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",21
07048097.wav,"Night air raid on London, barage of anti-aircraft fire - 1943 (500Q)",101,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",20
07048096.wav,"Intensive night air raid on London, anti-aircraft  fire, bombs falling and bursting, fire engine bells (500Q)",166,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",19
07048095.wav,"Night air raid on London, anti-aircraft fire, drone of planes - 1941 (500Q)",166,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",18
07048094.wav,"Night air raid, country district, night alert, faint droning of planes, siren at end - 1944 (500Q)",164,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",17
07048093.wav,"Messerschmitts attack on balloon barrage, driven off by anti-aircraft fire (act. of Dover raid during Battle of Britain) - 1940 (500P)",121,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",16
07048092.wav,Massed formation of German bombers in steady flight - 1940 (500P),149,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",15
07048091.wav,"Battle of Britain actuality, air battle (rec. Kent/Sussex border) 1940 (500P)",152,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",14
07048090.wav,"Battle of Britain actuality, air battle (rec. Kent/Sussex border) 1940 (500P)",119,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",13
07048089.wav,"Battle of Britain actuality, air battle (rec. Kent/Sussex border) 1940 (500N)",120,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",12
07048088.wav,"Bombers overhead, anti-aircraft fire, bombs fall 1975 (500N)",177,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",11
07048087.wav,"Night raid on London, stick of bombs, anti-aircraft fire, close, warden's voices - 1940 (500N)",127,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",10
07048086.wav,"Night raid on London, anti-aircraft fire over London's streets - 1940 (500M)",129,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",9
07048085.wav,"Night raid on London, stick of bombs falling, distant anti-aircraft of plane - 1940 (500M)",120,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",8
07048084.wav,"Night raid on London, bombs fall, anti-aircraft fire A.R.P. warden's of plane - 1940 (500M)",131,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",7
07048083.wav,"Night raid on London, distant anti-aircraft fire, bomb falls, drone of plane - 1940 (500M)",84,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",6
07048082.wav,"Night raid on London, one bomb falls, close 1940 (500M)",30,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",5
07048081.wav,"Night raid on London, two bombs fall, close 1940 (500M)",23,Air Raids,ECD101,"Air Battles, Air Raids & Sirens",4
07048080.wav,Massed formations of German bombers fighters (World War II actuality rec. Kent/Sussex border) 1975 (500K),146,Battles: Air Battles,ECD101,"Air Battles, Air Raids & Sirens",3
07048079.wav,"Dive bomber attack with pom pom guns, bombs and machine guns - 1975 (500K)",196,Battles: Air Battles,ECD101,"Air Battles, Air Raids & Sirens",2
07048078.wav,"Actuality of air battle, planes diving and zooming, gunfire (German film) - 1975 (500J)",163,Battles: Air Battles,ECD101,"Air Battles, Air Raids & Sirens",1
07048077.wav,"London Central Mosque, Regents Park - congregation at Friday prayers - near end of prayers, with chanted responses from congregation",105,Mosques,ECD063,Religion in Britain,16
07048076.wav,"London Central Mosque, Regents Park - Friday prayers in main mosque - from beginning of midday Friday prayers, with PA - some noise and bustle as worshippers come and go",249,Mosques,ECD063,Religion in Britain,15
07048075.wav,"London Central Mosque, Regents Park - call to prayer (long version) for weekly midday Friday prayers, recorded outside in mosque forecourt - some traffic noise",293,Mosques,ECD063,Religion in Britain,14
07048074.wav,"London Central Mosque, Regents Park - main mosque before prayers - expectant hush, with some sounds of coughing etc, as people settle down",219,Mosques,ECD063,Religion in Britain,13
07048073.wav,"London Central Mosque, Regents Park - ladies prayer area with general muted chatter and sounds of women praying",241,Mosques,ECD063,Religion in Britain,12
07048072.wav,"London Central Mosque, Regents Park - mosque entrance hall before main Friday prayers - busy and echoey, with speech and footsteps",253,Entrance Halls,ECD063,Religion in Britain,11
07048071.wav,"Singing in temple leader on PA, congregation singing, clapping and playing bells",193,Hinduism,ECD063,Religion in Britain,10
07048070.wav,Temple dining room general atmosphere with chat (Hindi and English) and kitchen noise - good general-purpose background,252,Dining Rooms,ECD063,Religion in Britain,9
07048069.wav,"Evening prayers, end of ceremony - animated chanting 4'08"" chanting stops, bells and then leader solo (some noise from child)",356,Bells: Buddhism,ECD063,Religion in Britain,8
07048068.wav,"Nichiren Shoshu - evening prayers, beginning of ceremony - chanting, with noise of beads and bells 2'09"" chanting pauses, bells 2'43"" chanting starts again in different rhythm 3'59"" bells",268,Bells: Buddhism,ECD063,Religion in Britain,7
07048067.wav,"Atmosphere before service, Westminster Cathedral, bell tolls and congregation gather for service",241,Bells: Cathedrals,ECD063,Religion in Britain,6
07048066.wav,"Choir passes at beginning of service, Westminster Abbey - just footsteps, no music and fairly quiet congregation",41,Abbeys,ECD063,Religion in Britain,5
07048065.wav,"Congregation leaving after Sunday service, Westminster Abbey - busy with footsteps and speech",280,Abbeys,ECD063,Religion in Britain,4
07048064.wav,"Cloisters, Westminster Abbey.  Busy, with footsteps and speech from tourists and children",273,Abbeys,ECD063,Religion in Britain,3
07048063.wav,"Congregation going to communion, Lichfield Cathedral - footsteps, shuffling, coughing and occasional whispered speech",233,Atmospheres: Lichfield Cathedral,ECD063,Religion in Britain,2
07048062.wav,"Bells for Easter Sunday service, Lichfield Cathedral - some passing footsteps",188,Bells: Cathedrals,ECD063,Religion in Britain,1
07048061.wav,Conning tower rising (reprocessed),27,Submarines,ECD071,World War 2 - 2,61
07048060.wav,Surfacing orders (reprocessed),37,Submarines,ECD071,World War 2 - 2,60
07048059.wav,Crew snoring (reprocessed),12,Snores,ECD071,World War 2 - 2,59
07048058.wav,Orders 'all ready for movements on the port side' (reprocessed),15,Submarines,ECD071,World War 2 - 2,58
07048057.wav,Orders 'out pipes' (reprocessed),11,Submarines,ECD071,World War 2 - 2,57
07048056.wav,Submerging (reprocessed),48,Submarines,ECD071,World War 2 - 2,56
07048055.wav,Dynamos (reprocessed),130,Submarines,ECD071,World War 2 - 2,55
07048054.wav,"Minesweeper - sweep out - donkey engine, paravane hits water, hawser (reprocessed)",45,Warships,ECD071,World War 2 - 2,54
07048053.wav,"Minesweeper - sweep out - donkey engine, paravane hits water, hawser (reprocessed)",43,Warships,ECD071,World War 2 - 2,53
07048052.wav,"Minesweeper - sweep in - donkey engine, hawser, paravane made fast on deck (reprocessed)",45,Warships,ECD071,World War 2 - 2,52
07048051.wav,"Minesweeper - sweep in - donkey engine, hawser, paravane made fast on deck (reprocessed)",40,Warships,ECD071,World War 2 - 2,51
07048050.wav,Hoisting and hosing anchor - occasional voices (reprocessed),131,Boats: Cruisers,ECD071,World War 2 - 2,50
07048049.wav,Shortening cable (reprocessed),43,Boats: Cruisers,ECD071,World War 2 - 2,49
07048048.wav,Dropping anchor without speech (reprocessed),78,Boats: Cruisers,ECD071,World War 2 - 2,48
07048047.wav,Light cruiser - dropping anchor with speech (reprocessed),88,Boats: Cruisers,ECD071,World War 2 - 2,47
07048046.wav,Weighing anchor - occasional voices and orders (reprocessed),115,Boats: Cruisers,ECD071,World War 2 - 2,46
07048045.wav,Letting go anchor - voices in background (reprocessed),87,Boats: Cruisers,ECD071,World War 2 - 2,45
07048044.wav,Letting go anchor (reprocessed),17,Boats: Cruisers,ECD071,World War 2 - 2,44
07048043.wav,Siren (reprocessed),23,Boats: Battleships,ECD071,World War 2 - 2,43
07048042.wav,Corvette (reprocessed) - no timing,23,Boats: Battleships,ECD071,World War 2 - 2,42
07048041.wav,Gyro-compass room - occasional voices in background (reprocessed),166,Boats: Battleships,ECD071,World War 2 - 2,41
07048040.wav,No.1 low power room - occasional voices in background (reprocessed),168,Boats: Battleships,ECD071,World War 2 - 2,40
07048039.wav,5.25 conveyor space (reprocessed),91,Boats: Battleships,ECD071,World War 2 - 2,39
07048038.wav,Port diesel dynamo room (reprocessed),179,Boats: Battleships,ECD071,World War 2 - 2,38
07048037.wav,"Battleship - Y-turret gun house - 14'' gun - shouting, orders, movement, metallic clatter, gun fired (reprocessed)",179,Boats: Battleships,ECD071,World War 2 - 2,37
07048036.wav,"Lowering boat,orders and voices (reprocessed)",112,Boats: Trawlers,ECD071,World War 2 - 2,36
07048035.wav,2 men running on deck (reprocessed),57,Boats: Trawlers,ECD071,World War 2 - 2,35
07048034.wav,Communication whistle (several versions - longer blasts) (reprocessed),9,Whistles,ECD071,World War 2 - 2,34
07048033.wav,"Armed trawler, communication whistle (several versions) (reprocessed)",14,Whistles,ECD071,World War 2 - 2,33
07048032.wav,Light spasmodic bangs (smoke bombs) - suitable for old type rifle fire (reprocessed),34,Explosions,ECD071,World War 2 - 2,32
07048031.wav,Small explosions with reverberation (reprocessed),114,Explosions,ECD071,World War 2 - 2,31
07048030.wav,Heavy explosions (some distortion-German wartime rec.) (reprocessed),88,Explosions,ECD071,World War 2 - 2,30
07048029.wav,Anti aircraft fire (reprocessed),248,Guns: Anti Aircraft,ECD071,World War 2 - 2,29
07048028.wav,Complete range finding and firing drill (close to predictor) - Nov.1942  - ATS plotting positions - Nov.1942 (reprocessed),56,Guns: Anti Aircraft,ECD071,World War 2 - 2,28
07048027.wav,Complete range finding and firing drill (close to predictor) - Nov.1942 (reprocessed),68,Guns: Anti Aircraft,ECD071,World War 2 - 2,27
07048026.wav,Complete range finding and firing drill - Nov.1942 (reprocessed),105,Anti Aircraft Batteries: British,ECD071,World War 2 - 2,26
07048025.wav,Orders to sound off guns (close to guns) mid-distance orders to 'fire' - close guns firing with distant gunfire in background (reprocessed),170,Anti Aircraft Batteries: British,ECD071,World War 2 - 2,25
07048024.wav,"Landing at night at RAF Station - radio telephone, flare path lit, directions to aircraft, chance light, aircraft landing - Dec.1940 (reprocessed)",212,RAF Stations,ECD071,World War 2 - 2,24
